Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Job Title,2018-03,Paralegal,Median Base Pay,"$60,851 ",0.90%
Los Angeles,Job Title,2018-03,Java Developer,Median Base Pay,"$90,696 ",1.70%
Los Angeles,Job Title,2018-03,Warehouse Associate,Median Base Pay,"$47,447 ",0.80%
Los Angeles,Job Title,2018-03,Property Manager,Median Base Pay,"$61,971 ",2.30%
Los Angeles,Job Title,2018-03,Producer,Median Base Pay,"$76,239 ",0.10%
Los Angeles,Job Title,2018-03,Quality Engineer,Median Base Pay,"$81,444 ",-1.90%
Los Angeles,Job Title,2018-03,Operations Analyst,Median Base Pay,"$61,165 ",1.60%
Los Angeles,Job Title,2018-03,Medical Assistant,Median Base Pay,"$38,647 ",1.30%
Los Angeles,Job Title,2018-03,Tax Manager,Median Base Pay,"$1,14,146 ",0.90%
Los Angeles,Job Title,2018-03,Technical Editor,Median Base Pay,"$62,478 ",0.90%
Los Angeles,Job Title,2018-03,Truck Driver,Median Base Pay,"$56,614 ",3.60%
Los Angeles,Job Title,2018-03,Insurance Agent,Median Base Pay,"$49,326 ",-1.40%
Los Angeles,Job Title,2018-03,Medical Technologist,Median Base Pay,"$62,959 ",2.30%
Los Angeles,Job Title,2018-03,Field Engineer,Median Base Pay,"$77,156 ",2.10%
Los Angeles,Job Title,2018-03,Machine Operator,Median Base Pay,"$37,148 ",1.80%
Los Angeles,Job Title,2018-03,Communications Manager,Median Base Pay,"$80,897 ",-2.30%
Los Angeles,Job Title,2018-03,Construction Laborer,Median Base Pay,"$41,103 ",1.80%
Los Angeles,Job Title,2018-03,Emergency Medical Technician,Median Base Pay,"$34,933 ",2.50%
Los Angeles,Job Title,2018-03,Web Designer,Median Base Pay,"$64,390 ",4.30%
Los Angeles,Job Title,2018-03,Maintenance Worker,Median Base Pay,"$42,020 ",0.90%
Los Angeles,Job Title,2018-03,Barista,Median Base Pay,"$26,731 ",2.40%
Los Angeles,Job Title,2018-03,Bartender,Median Base Pay,"$31,696 ",-4.20%
Los Angeles,Job Title,2018-03,Civil Engineer,Median Base Pay,"$80,650 ",2.20%
Los Angeles,Job Title,2018-03,Claims Adjuster,Median Base Pay,"$57,853 ",2.40%
Los Angeles,Job Title,2018-03,Certified Nursing Assistant,Median Base Pay,"$35,126 ",1.30%
Los Angeles,Job Title,2018-03,Customer Service Representative,Median Base Pay,"$43,502 ",2.00%
Los Angeles,Job Title,2018-03,Delivery Driver,Median Base Pay,"$42,390 ",5.50%
Los Angeles,Job Title,2018-03,Financial Advisor,Median Base Pay,"$62,326 ",9.10%
Los Angeles,Job Title,2018-03,Licensed Practical Nurse,Median Base Pay,"$49,982 ",1.10%
Los Angeles,Job Title,2018-03,Loan Officer,Median Base Pay,"$50,303 ",1.80%
Los Angeles,Job Title,2018-03,Maintenance Technician,Median Base Pay,"$46,431 ",0.90%
Los Angeles,Job Title,2018-03,Material Handler,Median Base Pay,"$38,050 ",0.90%
Los Angeles,Job Title,2018-03,Network Engineer,Median Base Pay,"$85,471 ",4.30%
Los Angeles,Job Title,2018-03,Office Manager,Median Base Pay,"$57,597 ",1.10%
Los Angeles,Job Title,2018-03,Pharmacist,Median Base Pay,"$1,35,045 ",0.50%
Los Angeles,Job Title,2018-03,Process Engineer,Median Base Pay,"$84,665 ",1.80%
Los Angeles,Job Title,2018-03,Program Manager,Median Base Pay,"$93,606 ",0.20%
Los Angeles,Job Title,2018-03,Research Assistant,Median Base Pay,"$33,732 ",-1.70%
Los Angeles,Job Title,2018-03,Restaurant Manager,Median Base Pay,"$59,839 ",0.60%
Los Angeles,Job Title,2018-03,Security Officer,Median Base Pay,"$38,169 ",2.10%
Los Angeles,Job Title,2018-03,Server,Median Base Pay,"$33,172 ",1.80%
Los Angeles,Job Title,2018-03,Solutions Architect,Median Base Pay,"$1,16,190 ",2.10%
Los Angeles,Job Title,2018-03,Systems Engineer,Median Base Pay,"$90,693 ",1.20%
Los Angeles,Job Title,2018-03,Technical Support,Median Base Pay,"$55,161 ",1.70%
Los Angeles,Job Title,2018-03,UX Designer,Median Base Pay,"$89,094 ",-0.40%
Philadelphia,Job Title,2018-03,Software Engineer,Median Base Pay,"$85,994 ",1.90%
Philadelphia,Job Title,2018-03,Programmer Analyst,Median Base Pay,"$73,463 ",-1.10%
Philadelphia,Job Title,2018-03,Consultant,Median Base Pay,"$81,155 ",-0.20%
Philadelphia,Job Title,2018-03,Project Manager,Median Base Pay,"$78,754 ",-0.50%
Philadelphia,Job Title,2018-03,Store Manager,Median Base Pay,"$54,518 ",-0.30%
Philadelphia,Job Title,2018-03,Business Analyst,Median Base Pay,"$70,030 ",1.10%
Philadelphia,Job Title,2018-03,Cashier,Median Base Pay,"$27,239 ",2.90%
Philadelphia,Job Title,2018-03,Financial Analyst,Median Base Pay,"$64,524 ",1.30%
Philadelphia,Job Title,2018-03,Administrative Assistant,Median Base Pay,"$42,626 ",-0.30%
Philadelphia,Job Title,2018-03,Accountant,Median Base Pay,"$58,804 ",0.40%
Philadelphia,Job Title,2018-03,Sales Representative,Median Base Pay,"$52,991 ",3.90%
Philadelphia,Job Title,2018-03,Professor,Median Base Pay,"$1,00,588 ",-4.70%
Philadelphia,Job Title,2018-03,Registered Nurse,Median Base Pay,"$73,848 ",1.20%
Philadelphia,Job Title,2018-03,Marketing Manager,Median Base Pay,"$79,327 ",1.40%
Philadelphia,Job Title,2018-03,Operations Manager,Median Base Pay,"$72,078 ",-0.30%
Philadelphia,Job Title,2018-03,Product Manager,Median Base Pay,"$97,374 ",2.20%
Philadelphia,Job Title,2018-03,Sales Manager,Median Base Pay,"$68,285 ",1.50%
Philadelphia,Job Title,2018-03,Teacher,Median Base Pay,"$52,497 ",2.90%
Philadelphia,Job Title,2018-03,Bank Teller,Median Base Pay,"$31,088 ",5.60%
Philadelphia,Job Title,2018-03,Customer Service Manager,Median Base Pay,"$57,395 ",1.00%
Philadelphia,Job Title,2018-03,Physical Therapist,Median Base Pay,"$79,827 ",-0.80%
Philadelphia,Job Title,2018-03,Mechanical Engineer,Median Base Pay,"$78,341 ",1.90%
Philadelphia,Job Title,2018-03,Recruiter,Median Base Pay,"$53,033 ",-0.20%
Philadelphia,Job Title,2018-03,Design Engineer,Median Base Pay,"$77,743 ",1.20%
Philadelphia,Job Title,2018-03,Pharmacy Technician,Median Base Pay,"$28,786 ",3.60%
Philadelphia,Job Title,2018-03,Graphic Designer,Median Base Pay,"$49,719 ",2.00%
Philadelphia,Job Title,2018-03,Web Developer,Median Base Pay,"$72,825 ",4.20%
Philadelphia,Job Title,2018-03,Business Development Manager,Median Base Pay,"$72,761 ",1.20%
Philadelphia,Job Title,2018-03,Data Scientist,Median Base Pay,"$1,03,056 ",1.30%
Philadelphia,Job Title,2018-03,Buyer,Median Base Pay,"$59,658 ",0.70%
Philadelphia,Job Title,2018-03,Data Analyst,Median Base Pay,"$64,375 ",1.30%
Philadelphia,Job Title,2018-03,Electrical Engineer,Median Base Pay,"$81,724 ",1.30%
Philadelphia,Job Title,2018-03,Attorney,Median Base Pay,"$1,11,546 ",1.90%
Philadelphia,Job Title,2018-03,Human Resources Manager,Median Base Pay,"$76,320 ",1.90%
Philadelphia,Job Title,2018-03,Technician,Median Base Pay,"$49,223 ",-1.50%
Philadelphia,Job Title,2018-03,Restaurant Cook,Median Base Pay,"$31,142 ",4.30%
Philadelphia,Job Title,2018-03,Production Manager,Median Base Pay,"$67,940 ",1.10%
Philadelphia,Job Title,2018-03,Manufacturing Engineer,Median Base Pay,"$75,795 ",1.50%
Philadelphia,Job Title,2018-03,Retail Key Holder,Median Base Pay,"$30,521 ",1.30%
Philadelphia,Job Title,2018-03,Paralegal,Median Base Pay,"$51,741 ",1.10%
Philadelphia,Job Title,2018-03,Java Developer,Median Base Pay,"$81,986 ",2.00%
Philadelphia,Job Title,2018-03,Warehouse Associate,Median Base Pay,"$44,334 ",1.10%
Philadelphia,Job Title,2018-03,Property Manager,Median Base Pay,"$59,807 ",2.60%
Philadelphia,Job Title,2018-03,Producer,Median Base Pay,"$56,803 ",0.40%
Philadelphia,Job Title,2018-03,Quality Engineer,Median Base Pay,"$76,126 ",-1.60%
Philadelphia,Job Title,2018-03,Operations Analyst,Median Base Pay,"$60,222 ",1.90%
Philadelphia,Job Title,2018-03,Medical Assistant,Median Base Pay,"$36,932 ",1.60%
Philadelphia,Job Title,2018-03,Tax Manager,Median Base Pay,"$1,04,929 ",1.10%
Philadelphia,Job Title,2018-03,Technical Editor,Median Base Pay,"$57,398 ",1.10%
Philadelphia,Job Title,2018-03,Truck Driver,Median Base Pay,"$58,199 ",3.90%
Philadelphia,Job Title,2018-03,Insurance Agent,Median Base Pay,"$46,007 ",-1.20%
Philadelphia,Job Title,2018-03,Medical Technologist,Median Base Pay,"$59,998 ",2.60%
Philadelphia,Job Title,2018-03,Field Engineer,Median Base Pay,"$68,667 ",2.30%
Philadelphia,Job Title,2018-03,Machine Operator,Median Base Pay,"$42,876 ",2.10%
Philadelphia,Job Title,2018-03,Communications Manager,Median Base Pay,"$73,159 ",-2.00%
Philadelphia,Job Title,2018-03,Construction Laborer,Median Base Pay,"$42,307 ",2.10%
Philadelphia,Job Title,2018-03,Emergency Medical Technician,Median Base Pay,"$37,899 ",2.80%
Philadelphia,Job Title,2018-03,Web Designer,Median Base Pay,"$58,552 ",4.60%
Philadelphia,Job Title,2018-03,Maintenance Worker,Median Base Pay,"$39,261 ",1.10%
Philadelphia,Job Title,2018-03,Barista,Median Base Pay,"$23,221 ",2.70%
Philadelphia,Job Title,2018-03,Bartender,Median Base Pay,"$33,030 ",-4.00%
Philadelphia,Job Title,2018-03,Civil Engineer,Median Base Pay,"$75,454 ",2.40%
Philadelphia,Job Title,2018-03,Claims Adjuster,Median Base Pay,"$52,515 ",2.70%
Philadelphia,Job Title,2018-03,Certified Nursing Assistant,Median Base Pay,"$32,253 ",1.50%
Philadelphia,Job Title,2018-03,Customer Service Representative,Median Base Pay,"$41,016 ",2.20%
Philadelphia,Job Title,2018-03,Delivery Driver,Median Base Pay,"$40,429 ",5.80%
Philadelphia,Job Title,2018-03,Financial Advisor,Median Base Pay,"$65,166 ",9.40%
Philadelphia,Job Title,2018-03,Licensed Practical Nurse,Median Base Pay,"$53,711 ",1.40%
Philadelphia,Job Title,2018-03,Loan Officer,Median Base Pay,"$45,455 ",2.10%
Philadelphia,Job Title,2018-03,Maintenance Technician,Median Base Pay,"$45,541 ",1.10%
Philadelphia,Job Title,2018-03,Material Handler,Median Base Pay,"$37,014 ",1.10%
Philadelphia,Job Title,2018-03,Network Engineer,Median Base Pay,"$76,596 ",4.60%
Philadelphia,Job Title,2018-03,Office Manager,Median Base Pay,"$53,034 ",1.40%
Philadelphia,Job Title,2018-03,Pharmacist,Median Base Pay,"$1,20,239 ",0.70%
Philadelphia,Job Title,2018-03,Process Engineer,Median Base Pay,"$81,589 ",2.00%
Philadelphia,Job Title,2018-03,Program Manager,Median Base Pay,"$81,978 ",0.50%
Philadelphia,Job Title,2018-03,Research Assistant,Median Base Pay,"$31,772 ",-1.40%
Philadelphia,Job Title,2018-03,Restaurant Manager,Median Base Pay,"$53,683 ",0.90%
Philadelphia,Job Title,2018-03,Security Officer,Median Base Pay,"$35,154 ",2.40%
Philadelphia,Job Title,2018-03,Server,Median Base Pay,"$35,757 ",2.00%
Philadelphia,Job Title,2018-03,Solutions Architect,Median Base Pay,"$1,09,522 ",2.40%
Philadelphia,Job Title,2018-03,Systems Engineer,Median Base Pay,"$79,830 ",1.50%
Philadelphia,Job Title,2018-03,Technical Support,Median Base Pay,"$50,539 ",2.00%
Philadelphia,Job Title,2018-03,UX Designer,Median Base Pay,"$76,344 ",-0.10%
Houston,Job Title,2018-03,Software Engineer,Median Base Pay,"$85,523 ",2.90%
Houston,Job Title,2018-03,Programmer Analyst,Median Base Pay,"$71,975 ",-0.10%
Houston,Job Title,2018-03,Consultant,Median Base Pay,"$82,081 ",0.80%
Houston,Job Title,2018-03,Project Manager,Median Base Pay,"$85,389 ",0.50%
Houston,Job Title,2018-03,Store Manager,Median Base Pay,"$52,440 ",0.60%
Houston,Job Title,2018-03,Business Analyst,Median Base Pay,"$73,375 ",2.10%
Houston,Job Title,2018-03,Cashier,Median Base Pay,"$26,878 ",3.90%
Houston,Job Title,2018-03,Financial Analyst,Median Base Pay,"$69,463 ",2.30%
Houston,Job Title,2018-03,Administrative Assistant,Median Base Pay,"$42,935 ",0.70%
Houston,Job Title,2018-03,Accountant,Median Base Pay,"$60,015 ",1.40%
Houston,Job Title,2018-03,Sales Representative,Median Base Pay,"$51,837 ",5.00%
Houston,Job Title,2018-03,Professor,Median Base Pay,"$99,676 ",-3.70%
Houston,Job Title,2018-03,Registered Nurse,Median Base Pay,"$72,304 ",2.20%
Houston,Job Title,2018-03,Marketing Manager,Median Base Pay,"$76,322 ",2.40%
Houston,Job Title,2018-03,Operations Manager,Median Base Pay,"$71,253 ",0.70%
Houston,Job Title,2018-03,Product Manager,Median Base Pay,"$1,00,158 ",3.20%
Houston,Job Title,2018-03,Sales Manager,Median Base Pay,"$68,969 ",2.50%
Houston,Job Title,2018-03,Teacher,Median Base Pay,"$52,979 ",3.90%
Houston,Job Title,2018-03,Bank Teller,Median Base Pay,"$29,797 ",6.60%
Houston,Job Title,2018-03,Customer Service Manager,Median Base Pay,"$55,293 ",2.00%
Houston,Job Title,2018-03,Physical Therapist,Median Base Pay,"$76,263 ",0.20%
Houston,Job Title,2018-03,Mechanical Engineer,Median Base Pay,"$82,838 ",2.90%
Houston,Job Title,2018-03,Recruiter,Median Base Pay,"$53,789 ",0.70%
Houston,Job Title,2018-03,Design Engineer,Median Base Pay,"$84,785 ",2.20%
Houston,Job Title,2018-03,Pharmacy Technician,Median Base Pay,"$32,435 ",4.60%
Houston,Job Title,2018-03,Graphic Designer,Median Base Pay,"$48,256 ",3.00%
Houston,Job Title,2018-03,Web Developer,Median Base Pay,"$73,586 ",5.30%
Houston,Job Title,2018-03,Business Development Manager,Median Base Pay,"$79,369 ",2.20%
Houston,Job Title,2018-03,Data Scientist,Median Base Pay,"$1,06,080 ",2.30%
Houston,Job Title,2018-03,Buyer,Median Base Pay,"$60,568 ",1.70%
Houston,Job Title,2018-03,Data Analyst,Median Base Pay,"$64,925 ",2.30%
Houston,Job Title,2018-03,Electrical Engineer,Median Base Pay,"$84,159 ",2.30%
Houston,Job Title,2018-03,Attorney,Median Base Pay,"$1,27,785 ",2.90%
Houston,Job Title,2018-03,Human Resources Manager,Median Base Pay,"$81,130 ",2.90%
Houston,Job Title,2018-03,Technician,Median Base Pay,"$49,044 ",-0.50%
Houston,Job Title,2018-03,Restaurant Cook,Median Base Pay,"$27,693 ",5.40%
Houston,Job Title,2018-03,Production Manager,Median Base Pay,"$70,710 ",2.10%
Houston,Job Title,2018-03,Manufacturing Engineer,Median Base Pay,"$77,367 ",2.50%
Houston,Job Title,2018-03,Retail Key Holder,Median Base Pay,"$29,227 ",2.30%
Houston,Job Title,2018-03,Paralegal,Median Base Pay,"$55,084 ",2.20%
Houston,Job Title,2018-03,Java Developer,Median Base Pay,"$86,811 ",3.00%
Houston,Job Title,2018-03,Warehouse Associate,Median Base Pay,"$39,881 ",2.10%
Houston,Job Title,2018-03,Property Manager,Median Base Pay,"$54,254 ",3.60%
Houston,Job Title,2018-03,Producer,Median Base Pay,"$57,461 ",1.40%
Houston,Job Title,2018-03,Quality Engineer,Median Base Pay,"$75,553 ",-0.60%
Houston,Job Title,2018-03,Operations Analyst,Median Base Pay,"$64,424 ",2.90%
Houston,Job Title,2018-03,Medical Assistant,Median Base Pay,"$36,366 ",2.60%
Houston,Job Title,2018-03,Tax Manager,Median Base Pay,"$1,06,371 ",2.10%
Houston,Job Title,2018-03,Technical Editor,Median Base Pay,"$57,461 ",2.10%
Houston,Job Title,2018-03,Truck Driver,Median Base Pay,"$55,476 ",4.90%
Houston,Job Title,2018-03,Insurance Agent,Median Base Pay,"$39,187 ",-0.20%
Houston,Job Title,2018-03,Medical Technologist,Median Base Pay,"$56,900 ",3.60%
Houston,Job Title,2018-03,Field Engineer,Median Base Pay,"$73,114 ",3.40%
Houston,Job Title,2018-03,Machine Operator,Median Base Pay,"$40,639 ",3.10%
Houston,Job Title,2018-03,Communications Manager,Median Base Pay,"$71,131 ",-1.00%
Houston,Job Title,2018-03,Construction Laborer,Median Base Pay,"$37,512 ",3.10%
Houston,Job Title,2018-03,Emergency Medical Technician,Median Base Pay,"$38,259 ",3.80%
Houston,Job Title,2018-03,Web Designer,Median Base Pay,"$57,009 ",5.70%
Houston,Job Title,2018-03,Maintenance Worker,Median Base Pay,"$38,324 ",2.10%
Houston,Job Title,2018-03,Barista,Median Base Pay,"$22,290 ",3.70%
Houston,Job Title,2018-03,Bartender,Median Base Pay,"$33,165 ",-3.00%
Houston,Job Title,2018-03,Civil Engineer,Median Base Pay,"$77,207 ",3.50%
Houston,Job Title,2018-03,Claims Adjuster,Median Base Pay,"$51,297 ",3.70%
Houston,Job Title,2018-03,Certified Nursing Assistant,Median Base Pay,"$28,739 ",2.50%
Houston,Job Title,2018-03,Customer Service Representative,Median Base Pay,"$38,076 ",3.30%
Houston,Job Title,2018-03,Delivery Driver,Median Base Pay,"$37,758 ",6.90%
Houston,Job Title,2018-03,Financial Advisor,Median Base Pay,"$55,481 ",10.50%
Houston,Job Title,2018-03,Licensed Practical Nurse,Median Base Pay,"$47,749 ",2.40%
Houston,Job Title,2018-03,Loan Officer,Median Base Pay,"$46,749 ",3.10%
Houston,Job Title,2018-03,Maintenance Technician,Median Base Pay,"$43,314 ",2.10%
Houston,Job Title,2018-03,Material Handler,Median Base Pay,"$36,498 ",2.10%
Houston,Job Title,2018-03,Network Engineer,Median Base Pay,"$79,224 ",5.60%
Houston,Job Title,2018-03,Office Manager,Median Base Pay,"$51,272 ",2.40%
Houston,Job Title,2018-03,Pharmacist,Median Base Pay,"$1,16,033 ",1.70%
Houston,Job Title,2018-03,Process Engineer,Median Base Pay,"$91,219 ",3.10%
Houston,Job Title,2018-03,Program Manager,Median Base Pay,"$81,977 ",1.50%
Houston,Job Title,2018-03,Research Assistant,Median Base Pay,"$30,800 ",-0.40%
Houston,Job Title,2018-03,Restaurant Manager,Median Base Pay,"$54,019 ",1.90%
Houston,Job Title,2018-03,Security Officer,Median Base Pay,"$35,256 ",3.40%
Houston,Job Title,2018-03,Server,Median Base Pay,"$30,559 ",3.00%
Houston,Job Title,2018-03,Solutions Architect,Median Base Pay,"$1,06,234 ",3.40%
Houston,Job Title,2018-03,Systems Engineer,Median Base Pay,"$75,554 ",2.50%
Houston,Job Title,2018-03,Technical Support,Median Base Pay,"$49,279 ",3.00%
Houston,Job Title,2018-03,UX Designer,Median Base Pay,"$79,719 ",0.90%
Seattle,Job Title,2018-03,Software Engineer,Median Base Pay,"$1,13,019 ",2.60%
Seattle,Job Title,2018-03,Programmer Analyst,Median Base Pay,"$85,668 ",-0.40%
Seattle,Job Title,2018-03,Consultant,Median Base Pay,"$87,867 ",0.50%
Seattle,Job Title,2018-03,Project Manager,Median Base Pay,"$85,368 ",0.20%
Seattle,Job Title,2018-03,Store Manager,Median Base Pay,"$58,564 ",0.40%
Seattle,Job Title,2018-03,Business Analyst,Median Base Pay,"$79,017 ",1.80%
Seattle,Job Title,2018-03,Cashier,Median Base Pay,"$34,616 ",3.60%
Seattle,Job Title,2018-03,Financial Analyst,Median Base Pay,"$73,616 ",2.00%
Seattle,Job Title,2018-03,Administrative Assistant,Median Base Pay,"$48,476 ",0.40%
Seattle,Job Title,2018-03,Accountant,Median Base Pay,"$62,535 ",1.10%
Seattle,Job Title,2018-03,Sales Representative,Median Base Pay,"$55,701 ",4.70%
Seattle,Job Title,2018-03,Professor,Median Base Pay,"$98,989 ",-4.00%
Seattle,Job Title,2018-03,Registered Nurse,Median Base Pay,"$78,114 ",1.90%
Seattle,Job Title,2018-03,Marketing Manager,Median Base Pay,"$89,824 ",2.10%
Seattle,Job Title,2018-03,Operations Manager,Median Base Pay,"$77,902 ",0.40%
Seattle,Job Title,2018-03,Product Manager,Median Base Pay,"$1,14,227 ",3.00%
Seattle,Job Title,2018-03,Sales Manager,Median Base Pay,"$74,251 ",2.30%
Seattle,Job Title,2018-03,Teacher,Median Base Pay,"$56,685 ",3.60%
Seattle,Job Title,2018-03,Bank Teller,Median Base Pay,"$33,519 ",6.40%
Seattle,Job Title,2018-03,Customer Service Manager,Median Base Pay,"$61,866 ",1.70%
Seattle,Job Title,2018-03,Physical Therapist,Median Base Pay,"$77,456 ",-0.10%
Seattle,Job Title,2018-03,Mechanical Engineer,Median Base Pay,"$85,262 ",2.60%
Seattle,Job Title,2018-03,Recruiter,Median Base Pay,"$62,017 ",0.50%
Seattle,Job Title,2018-03,Design Engineer,Median Base Pay,"$86,426 ",1.90%
Seattle,Job Title,2018-03,Pharmacy Technician,Median Base Pay,"$40,675 ",4.30%
Seattle,Job Title,2018-03,Graphic Designer,Median Base Pay,"$59,985 ",2.70%
Seattle,Job Title,2018-03,Web Developer,Median Base Pay,"$88,237 ",5.00%
Seattle,Job Title,2018-03,Business Development Manager,Median Base Pay,"$84,553 ",1.90%
Seattle,Job Title,2018-03,Data Scientist,Median Base Pay,"$1,25,713 ",2.00%
Seattle,Job Title,2018-03,Buyer,Median Base Pay,"$70,285 ",1.50%
Seattle,Job Title,2018-03,Data Analyst,Median Base Pay,"$71,554 ",2.00%
Seattle,Job Title,2018-03,Electrical Engineer,Median Base Pay,"$89,860 ",2.00%
Seattle,Job Title,2018-03,Attorney,Median Base Pay,"$1,18,367 ",2.70%
Seattle,Job Title,2018-03,Human Resources Manager,Median Base Pay,"$84,943 ",2.70%
Seattle,Job Title,2018-03,Technician,Median Base Pay,"$53,438 ",-0.80%
Seattle,Job Title,2018-03,Restaurant Cook,Median Base Pay,"$35,212 ",5.10%
Seattle,Job Title,2018-03,Production Manager,Median Base Pay,"$72,136 ",1.90%
Seattle,Job Title,2018-03,Manufacturing Engineer,Median Base Pay,"$79,943 ",2.30%
Seattle,Job Title,2018-03,Retail Key Holder,Median Base Pay,"$34,697 ",2.00%
Seattle,Job Title,2018-03,Paralegal,Median Base Pay,"$62,828 ",1.90%
Seattle,Job Title,2018-03,Java Developer,Median Base Pay,"$90,211 ",2.80%
Seattle,Job Title,2018-03,Warehouse Associate,Median Base Pay,"$51,228 ",1.80%
Seattle,Job Title,2018-03,Property Manager,Median Base Pay,"$61,608 ",3.30%
Seattle,Job Title,2018-03,Producer,Median Base Pay,"$75,252 ",1.10%
Seattle,Job Title,2018-03,Quality Engineer,Median Base Pay,"$83,255 ",-0.90%
Seattle,Job Title,2018-03,Operations Analyst,Median Base Pay,"$67,265 ",2.60%
Seattle,Job Title,2018-03,Medical Assistant,Median Base Pay,"$46,273 ",2.30%
Seattle,Job Title,2018-03,Tax Manager,Median Base Pay,"$1,06,556 ",1.90%
Seattle,Job Title,2018-03,Technical Editor,Median Base Pay,"$81,737 ",1.90%
Seattle,Job Title,2018-03,Truck Driver,Median Base Pay,"$57,449 ",4.60%
Seattle,Job Title,2018-03,Insurance Agent,Median Base Pay,"$43,255 ",-0.50%
Seattle,Job Title,2018-03,Medical Technologist,Median Base Pay,"$65,405 ",3.30%
Seattle,Job Title,2018-03,Field Engineer,Median Base Pay,"$75,065 ",3.10%
Seattle,Job Title,2018-03,Machine Operator,Median Base Pay,"$43,728 ",2.90%
Seattle,Job Title,2018-03,Communications Manager,Median Base Pay,"$83,784 ",-1.30%
Seattle,Job Title,2018-03,Construction Laborer,Median Base Pay,"$50,761 ",2.80%
Seattle,Job Title,2018-03,Emergency Medical Technician,Median Base Pay,"$41,316 ",3.50%
Seattle,Job Title,2018-03,Web Designer,Median Base Pay,"$65,151 ",5.40%
Seattle,Job Title,2018-03,Maintenance Worker,Median Base Pay,"$50,321 ",1.90%
Seattle,Job Title,2018-03,Barista,Median Base Pay,"$28,957 ",3.40%
Seattle,Job Title,2018-03,Bartender,Median Base Pay,"$36,005 ",-3.30%
Seattle,Job Title,2018-03,Civil Engineer,Median Base Pay,"$75,654 ",3.20%
Seattle,Job Title,2018-03,Claims Adjuster,Median Base Pay,"$54,158 ",3.40%
Seattle,Job Title,2018-03,Certified Nursing Assistant,Median Base Pay,"$37,035 ",2.30%
Seattle,Job Title,2018-03,Customer Service Representative,Median Base Pay,"$44,439 ",3.00%
Seattle,Job Title,2018-03,Delivery Driver,Median Base Pay,"$47,020 ",6.60%
Seattle,Job Title,2018-03,Financial Advisor,Median Base Pay,"$57,449 ",10.20%
Seattle,Job Title,2018-03,Licensed Practical Nurse,Median Base Pay,"$52,265 ",2.10%
Seattle,Job Title,2018-03,Loan Officer,Median Base Pay,"$50,295 ",2.80%
Seattle,Job Title,2018-03,Maintenance Technician,Median Base Pay,"$51,617 ",1.90%
Seattle,Job Title,2018-03,Material Handler,Median Base Pay,"$40,809 ",1.90%
Seattle,Job Title,2018-03,Network Engineer,Median Base Pay,"$93,289 ",5.30%
Seattle,Job Title,2018-03,Office Manager,Median Base Pay,"$57,405 ",2.10%
Seattle,Job Title,2018-03,Pharmacist,Median Base Pay,"$1,26,821 ",1.50%
Seattle,Job Title,2018-03,Process Engineer,Median Base Pay,"$90,622 ",2.80%
Seattle,Job Title,2018-03,Program Manager,Median Base Pay,"$1,02,838 ",1.20%
Seattle,Job Title,2018-03,Research Assistant,Median Base Pay,"$33,523 ",-0.70%
Seattle,Job Title,2018-03,Restaurant Manager,Median Base Pay,"$54,463 ",1.60%
Seattle,Job Title,2018-03,Security Officer,Median Base Pay,"$44,971 ",3.20%
Seattle,Job Title,2018-03,Server,Median Base Pay,"$37,048 ",2.80%
Seattle,Job Title,2018-03,Solutions Architect,Median Base Pay,"$1,16,134 ",3.10%
Seattle,Job Title,2018-03,Systems Engineer,Median Base Pay,"$92,809 ",2.20%
Seattle,Job Title,2018-03,Technical Support,Median Base Pay,"$52,994 ",2.70%
Seattle,Job Title,2018-03,UX Designer,Median Base Pay,"$96,250 ",0.60%
San Francisco,Job Title,2018-03,Software Engineer,Median Base Pay,"$1,20,199 ",4.30%
San Francisco,Job Title,2018-03,Programmer Analyst,Median Base Pay,"$90,512 ",1.20%
San Francisco,Job Title,2018-03,Consultant,Median Base Pay,"$95,822 ",2.10%
San Francisco,Job Title,2018-03,Project Manager,Median Base Pay,"$95,031 ",1.80%
San Francisco,Job Title,2018-03,Store Manager,Median Base Pay,"$66,716 ",2.00%
San Francisco,Job Title,2018-03,Business Analyst,Median Base Pay,"$87,267 ",3.50%
San Francisco,Job Title,2018-03,Cashier,Median Base Pay,"$34,207 ",5.30%
San Francisco,Job Title,2018-03,Financial Analyst,Median Base Pay,"$83,762 ",3.60%
San Francisco,Job Title,2018-03,Administrative Assistant,Median Base Pay,"$54,990 ",2.10%
San Francisco,Job Title,2018-03,Accountant,Median Base Pay,"$71,883 ",2.80%
San Francisco,Job Title,2018-03,Sales Representative,Median Base Pay,"$63,164 ",6.40%
San Francisco,Job Title,2018-03,Professor,Median Base Pay,"$1,24,849 ",-2.40%
San Francisco,Job Title,2018-03,Registered Nurse,Median Base Pay,"$1,14,338 ",3.50%
San Francisco,Job Title,2018-03,Marketing Manager,Median Base Pay,"$1,02,741 ",3.70%
San Francisco,Job Title,2018-03,Operations Manager,Median Base Pay,"$88,197 ",2.10%
San Francisco,Job Title,2018-03,Product Manager,Median Base Pay,"$1,29,526 ",4.60%
San Francisco,Job Title,2018-03,Sales Manager,Median Base Pay,"$83,044 ",3.90%
San Francisco,Job Title,2018-03,Teacher,Median Base Pay,"$67,385 ",5.30%
San Francisco,Job Title,2018-03,Bank Teller,Median Base Pay,"$35,058 ",8.10%
